"earn","height","sex","race","ed","age"
56644.6466978089,65.88,"female","white",15,42
5775.40581158023,67.13,"female","white",12,30
26443.0930466471,68.29,"female","white",18,43
56659.1888329205,64.77,"female","black",15,46
43928.4164617031,62.55,"female","black",17,37
39716.9277091473,68.99,"male","white",17,33
1013.14945943267,62.04,"female","white",14,82
63549.4462474664,70.38,"male","white",16,45
72559.7829905608,66.23,"female","white",16,47
22225.1108881337,65.96,"male","white",12,27
40739.3407716587,66.04,"female","white",14,41
63629.7998156167,71.66,"male","white",12,46
54097.4886990852,68.61,"male","white",12,39
63563.485216593,65.94,"male","white",12,38
55702.3014545118,69.1,"male","white",14,32
20079.0535040621,59.9,"female","hispanic",12,55
48710.9197381887,64.89,"female","white",17,47
37562.0541780795,61.81,"female","white",12,44
4169.61756189437,66.73,"female","white",12,34
31923.2309000489,67.11,"male","white",14,29
16911.0248263552,68.29,"female","black",9,66
996.67215235483,64.96,"female","black",6,71
96404.2353809042,65.97,"female","black",16,47
19051.340409669,74.3,"male","black",16,45
40745.0728919601,65.19,"female","white",18,65
35966.4027951844,62.73,"female","black",14,77
998.612844261211,61.64,"female","white",12,42
12787.9070555997,67.82,"male","white",17,29
4195.33627740169,65.65,"female","white",16,25
30577.5151842098,64.93,"female","white",16,30
32797.7152048203,62.44,"female","white",14,24
158979.09115076,72.74,"male","white",18,41
80508.0900964618,61.91,"female","white",15,44
42906.4330216585,69.7,"male","white",12,46
2609.64069289783,57.34,"female","black",12,62
28564.2913953672,67.72,"male","white",12,24
28025.9975550003,66.98,"female","white",14,27
16886.8514579247,64.44,"female","white",12,78
22206.6211632941,69.86,"male","white",14,39
11491.8443763099,72.53,"male","white",14,70
1023.98892050724,62.99,"female","other",8,56
53464.7050486639,63.3,"female","white",17,43
36578.6173669224,65.62,"male","white",12,38
16888.7393946248,64.78,"female","white",12,45
34939.3171908471,61.12,"male","white",12,28
21659.5418912689,60.56,"female","hispanic",12,23
53459.7469784682,66.74,"female","white",12,35
57150.2428716162,72.79,"male","white",12,40
16898.6413084924,71.17,"female","black",14,36
10547.8916527515,64.19,"female","white",12,64
20090.3525656537,67.44,"female","white",12,47
16900.9336464029,61.76,"female","white",11,51
34400.7901688741,67.26,"female","white",12,49
41363.6776236564,69.02,"male","white",12,36
35991.8855411288,65.97,"female","black",12,54
37571.3742815177,65.72,"female","black",15,58
31883.2552493761,66.22,"male","white",15,28
16910.1847964277,65.99,"female","white",13,42
24824.3894868874,63.89,"female","white",12,75
11207.8912675841,71.87,"male","black",14,28
24859.4210423322,63.83,"female","white",12,42
987.477982853054,64.33,"female","white",12,64
42339.8421394851,64.83,"female","white",16,38
15961.4273011639,71.79,"male","white",11,35
982.925263925835,63.12,"female","white",8,61
4753.87988315343,71.2,"male","white",14,24
43913.668813905,63.72,"female","hispanic",17,45
45521.6194017236,64,"female","white",17,29
24848.1063279448,66.95,"female","white",12,31
87473.4075168657,75.04,"male","white",18,34
32823.4149412493,65.68,"female","hispanic",17,30
14525.0653532774,67.11,"female","white",12,48
999.7960302637,68.09,"female","white",12,62
47682.5461562175,71.41,"male","white",16,34
1002.43982783669,61.88,"female","white",12,70
32801.265467448,67.96,"female","white",12,35
34947.9182367206,69.77,"male","white",6,79
39823.374123275,67.17,"male","white",16,30
977.095394374498,63.77,"female","white",16,66
4758.44302121065,70.99,"male","white",8,26
26437.6534741544,62.96,"female","white",12,53
1012.99331167704,64.14,"female","white",12,61
16878.8349959772,60.61,"female","black",12,43
24854.9424481381,65.34,"female","black",12,32
44513.8048948285,66.96,"male","white",12,50
50014.1224657651,65.18,"male","white",14,39
150967.87829962,66.3,"male","white",18,56
60411.7997400031,66.64,"male","white",12,44
47660.9252116808,73.89,"male","white",12,45
57055.5653429877,73.95,"male","white",16,46
20096.2174172541,66.07,"female","white",13,26
16908.8113233328,69.12,"female","white",16,29
72543.836019343,66.05,"female","white",18,48
63581.3456537451,74.27,"male","white",16,60
34293.320938979,71.96,"male","white",12,31
22149.5427565164,66.26,"male","white",12,66
60492.1212305534,67.04,"male","other",17,58
2581.8704016655,64.79,"female","white",12,22
22241.3709490266,65.29,"male","white",12,77
24837.2986927913,64.98,"female","white",12,35
1017.15996053443,62.58,"female","hispanic",12,67
39167.7457051747,68.21,"female","white",13,46
8161.62386130716,64.15,"female","white",16,27
29627.8442660978,63.68,"female","white",16,67
23260.5391564021,63.15,"female","white",12,24
16903.3551430115,69.06,"female","white",12,32
16108.242172076,66.91,"female","white",12,36
18516.6837641757,63.1,"female","white",15,70
27100.834976173,66.96,"male","white",12,71
10559.4810739797,60.23,"female","white",13,32
4972.0353918892,62.24,"female","white",11,62
63505.6743924597,71.88,"male","white",16,45
996.561743690155,67.74,"female","white",14,39
39706.4175846121,66.88,"male","white",16,43
45523.4974026761,66,"female","black",15,64
53471.4323638042,66.07,"female","black",12,49
7370.75164242468,59.64,"female","white",8,68
981.628981126362,67.19,"female","white",12,33
6528.93768232502,65.47,"male","white",16,34
40752.142789777,69.11,"female","white",12,86
50863.956748591,72.15,"male","white",12,32
21674.3140627863,63.41,"female","white",8,62
12698.1310972785,63.81,"male","hispanic",8,31
987.960796526986,61.66,"female","other",17,30
993.15806525758,64.93,"female","white",13,60
28035.9398261196,64.08,"female","white",12,42
24847.9216110984,67.41,"female","white",12,81
28590.2219778065,65.71,"male","white",13,36
19119.2497606979,73.4,"male","white",12,28
11062.216631806,73.87,"male","white",7,53
1006.76154115774,65.63,"female","white",12,28
2909.93805759301,65.08,"female","white",14,26
-27.8768193545869,72.29,"male","white",12,22
1000.22150357482,64.09,"female","white",12,22
22329.158952236,62.91,"male","white",12,25
28028.8492187587,62.85,"female","white",12,44
47765.3406387636,66.04,"male","white",12,46
66.5428358774727,72.38,"male","white",10,67
39678.5326981348,70.12,"male","white",12,57
35978.7787242601,66.07,"female","hispanic",12,37
24857.016024841,62.92,"female","white",12,25
42963.3620053351,72.94,"male","white",12,95
32796.4245622424,63.26,"female","white",16,30
15292.2967766704,68.74,"female","white",11,38
994.593757949998,66.3,"female","white",14,28
27055.6866263278,72.35,"male","white",12,34
3843.76286582021,67.86,"female","white",12,50
29620.1650898871,64.07,"female","white",12,50
40742.5641452661,63.38,"female","white",18,46
31844.6518626703,70.34,"male","black",16,45
120240.278171623,63.8,"female","white",15,44
6555.89914734581,66.3,"female","white",12,44
58227.6431745198,60.76,"female","white",12,75
47685.7793442066,72.2,"male","white",12,29
40734.3058021157,64.77,"female","white",13,82
2593.55740323646,63.79,"female","white",14,30
95457.421242717,67.82,"male","white",12,70
55645.5778949582,73.86,"male","white",13,80
14214.3087953851,67.14,"male","white",13,37
55712.3484320936,70.13,"male","white",9,88
18488.0224412708,66.21,"female","white",10,62
19131.3555361695,70.93,"male","white",12,56
47724.5834057795,70.96,"male","white",12,47
30251.8926549142,71.1,"male","black",7,61
14176.3872529867,73.37,"male","white",9,65
47779.8599237978,75.01,"male","white",16,33
988.016236486753,62.18,"female","white",12,37
14300.4605801796,71.72,"male","white",12,36
24859.7960733726,65.36,"female","hispanic",16,34
13712.5235224073,64.8,"female","black",12,35
16884.77431914,65.91,"female","white",10,79
52499.2752680738,72.14,"male","white",12,41
20095.9029830232,59.98,"female","hispanic",12,32
29623.7009005662,64.12,"female","white",15,41
48698.5250501847,65,"female","white",13,65
20884.8217696475,64.94,"female","white",12,36
16892.8740662929,62.1,"female","black",12,40
13622.6093393889,67.76,"male","black",13,75
33357.2798994404,72.91,"male","black",14,50
1003.35472447434,62.98,"female","white",12,33
34397.6269652435,63.58,"female","white",12,81
1000.47251325349,65.81,"female","white",13,28
34389.1320382317,67.92,"female","white",17,29
1003.70654303727,63.1,"female","white",13,43
8951.3872765461,65.83,"female","white",12,56
35977.614797689,70.85,"female","white",17,40
47746.0565649852,72.99,"male","white",14,30
1010.22903182616,64.17,"female","white",12,32
196568.589166955,61.32,"female","white",14,62
13720.6740585699,62.68,"female","white",9,49
1012.3586518629,63.12,"female","white",9,58
994.513680698742,61.78,"female","white",8,60
4180.54604546177,64.29,"female","white",9,29
13080.2480579603,67.15,"female","white",6,66
1002.02384296223,66.59,"female","white",12,22
992.171547840471,60.73,"female","white",18,49
16908.1568753555,63.28,"female","white",12,29
55636.6222369252,73.11,"male","white",12,52
24852.5097234656,66.06,"female","white",16,61
7368.26610617647,70.2,"female","white",12,26
25499.5396603811,68.08,"male","white",8,28
1314.20587405782,66.84,"female","white",12,37
36623.3121917525,74.3,"male","white",16,29
26425.9974604264,64.28,"female","white",16,31
982.107472627729,61.11,"female","white",12,31
996.918499717436,66.34,"female","white",12,56
10560.7163277053,59.71,"female","white",12,53
1939.87257570583,59.32,"female","white",9,50
995.580464467877,62.15,"female","black",16,40
996.243150686733,61.78,"female","black",14,65
1003.80414608848,61.56,"female","white",12,29
44447.4099566408,74.83,"male","other",16,38
7371.86019531202,65.92,"female","white",8,70
23907.5056799262,64.37,"male","white",12,39
23797.7513516587,71.15,"male","white",12,29
999.242958614164,60.96,"female","white",10,39
40757.5684534422,63.02,"female","white",12,34
24847.4599106837,67.2,"female","white",12,30
63548.3136161029,69.24,"male","white",11,48
47707.0118820173,69.64,"male","white",11,55
8960.2545578515,66.11,"female","white",12,33
55645.6818546773,73.98,"male","white",14,38
26447.0035703518,65.03,"female","white",14,35
45509.8650510557,63.49,"female","white",16,44
31750.6770282697,68.1,"male","white",15,46
33347.263714708,66.19,"male","white",13,34
27048.7526856383,69.33,"male","black",12,46
39167.6226009284,59.75,"female","white",13,54
40742.7691523491,60.61,"female","white",12,79
63566.2328416663,74.98,"male","white",12,50
998.767187740165,63.01,"female","hispanic",9,27
-98.5804890739183,69.12,"male","white",13,24
993.102442046512,66.14,"female","white",16,67
13718.6298924513,63.71,"female","white",13,23
31214.718656156,63.03,"female","hispanic",15,49
72540.167389067,66.94,"female","white",16,73
7847.48828249529,64.33,"male","black",17,37
-0.964888977907029,72.17,"male","white",14,25
39165.6797373926,62.96,"female","black",14,44
8939.87426566371,67.04,"female","white",14,23
52519.6301914733,66.08,"male","white",16,38
39148.2239673475,64.56,"female","white",14,28
10524.3333363139,63.36,"female","white",13,27
144086.409334098,65.88,"female","white",14,59
980.298999532855,64.16,"female","white",16,49
91628.4462828987,64.19,"female","white",18,51
21922.3163311986,70.93,"male","white",14,58
47648.579482433,70.72,"male","white",18,41
23809.4477379481,71.85,"male","white",12,44
24860.6466090689,59.96,"female","white",14,79
49236.364512364,69.77,"male","white",12,33
52421.8265274802,73.93,"male","white",17,44
47707.8481763399,67.96,"male","white",18,65
19150.3369351537,74.1,"male","white",12,42
8012.3490716726,74.88,"male","white",12,26
33388.2987658794,67.89,"male","white",12,63
45529.9389713226,62.98,"female","white",18,50
19031.9000979283,71.81,"male","white",12,35
31207.4749542588,63.68,"female","white",12,50
10557.2030414009,63.04,"female","white",14,39
9431.11526131584,66.18,"female","white",13,64
24852.9189798823,60.98,"female","white",13,32
997.248534885182,61.73,"female","white",12,33
27009.5096925429,72.76,"male","white",12,50
8466.49445018308,66.1,"female","black",12,82
1007.99494108658,68.26,"female","white",12,22
16124.9628676755,62.28,"female","white",12,69
2634.96424437502,65.16,"male","white",12,26
990.082696774432,63.19,"female","white",14,47
9576.38819748704,62.32,"female","white",12,35
15892.2091978625,68.15,"male","white",12,35
40744.8747647464,59.15,"female","white",15,87
998.925444353651,62.21,"female","white",12,43
1013.52477383429,64.5,"female","white",9,67
56656.301330095,68.12,"female","white",16,47
45523.58050729,62.53,"female","white",18,48
67762.2226156826,63.24,"female","white",12,44
71609.0662816366,67.85,"male","white",12,62
88453.5952587809,63.83,"female","white",12,55
58228.0853639499,69.89,"female","white",16,34
39858.0562950258,69.96,"male","white",10,35
30161.9293463618,72.16,"male","white",12,32
60431.9169106581,69.34,"male","white",11,54
24850.196030533,63.19,"female","white",14,41
8162.68267176858,58.09,"female","white",5,89
153635.749804599,62.98,"female","white",14,31
18497.9558645746,63.11,"female","white",12,51
14306.4307247277,72.86,"male","white",15,38
8945.55105069553,68.91,"female","white",14,28
79540.6463287231,69.52,"male","white",12,55
1007.91101944059,65.89,"female","white",12,63
984.047256808445,65.91,"female","white",16,66
10537.4648191351,64.96,"female","white",13,48
158930.467358879,72.38,"male","white",13,26
27220.0059304223,62.05,"female","white",13,50
-25.6552603659183,68.9,"male","white",12,22
50877.7761685217,71.69,"male","white",14,44
47709.3292637674,73.13,"male","white",18,45
16906.6360987587,68.19,"female","white",16,46
1002.15389694231,63.62,"female","white",12,39
24875.871655644,65.8,"female","white",12,23
11339.3623934459,59.92,"female","white",8,87
42345.881829433,60.31,"female","white",18,67
28003.467467509,65.03,"female","white",12,63
35979.2002268293,62.73,"female","other",18,63
16904.9984512194,64.38,"female","white",12,45
79523.4868411869,70.81,"male","white",14,62
31790.3006737847,67.43,"male","white",12,39
1002.45371064789,66.78,"female","white",13,63
1641.84246580928,62.86,"female","white",12,35
26433.7795557355,64.82,"female","white",14,63
16876.3917770673,65.85,"female","white",12,70
23262.3062737323,63.38,"female","white",13,62
8935.22287731831,65.04,"female","white",15,24
63570.4143675579,73.88,"male","white",16,38
8930.78455644505,67.27,"female","white",13,59
40751.7835298215,67.65,"female","white",17,51
20091.5964444871,65.17,"female","white",12,55
93232.672427805,63.72,"female","white",16,38
29632.3100863834,67.94,"female","white",16,30
1578.5428138958,64.53,"male","white",12,22
33433.936468524,72.24,"male","white",17,51
17505.4454560322,65.73,"male","black",12,66
21663.0043154502,63.69,"female","white",12,40
991.995620972514,63.63,"female","white",12,57
32809.6326770138,59.61,"female","other",16,92
39829.3235077431,72.52,"male","black",12,39
1945.44501302122,63.78,"female","white",12,47
39693.929061593,67.03,"male","black",14,30
57292.9968450935,68,"male","white",12,32
24854.1042055616,64.02,"female","other",13,37
6566.2571368786,66.16,"female","white",12,55
31215.7499939053,64.55,"female","white",16,38
98558.7781026767,70.02,"male","white",14,58
39773.2440613475,69.94,"male","white",12,46
79507.9870618854,65.79,"male","white",12,56
1002.60049928122,64.24,"female","white",12,32
1001.6664823116,66.3,"female","white",13,30
63533.3407303505,66.06,"male","white",12,65
41283.509070804,74.15,"male","white",18,30
35981.5108645561,62.35,"female","white",12,52
34393.3511714037,65.53,"female","white",17,43
10719.1973744773,61.53,"female","white",12,69
48700.4850032987,64.8,"female","black",18,68
10526.1893318709,63.02,"female","white",12,82
42872.2640087328,71.38,"male","white",16,33
7378.63016606156,66.01,"female","white",16,46
8026.64579441285,62.04,"female","other",6,76
999.878661556705,61.82,"female","white",12,80
8942.80671590728,62.97,"female","white",10,91
1020.85471771991,64.72,"female","white",9,79
71538.2893319736,67.4,"male","white",18,44
29637.2679715432,60.78,"female","white",14,49
10538.7447239525,65.8,"female","white",15,26
988.161628283781,61.2,"female","white",12,53
22252.8993931606,71.68,"male","white",12,28
56644.8967699588,69.27,"female","white",14,28
24852.1695267614,64.25,"female","white",16,33
20074.4189766833,62.75,"female","black",12,33
2600.43525202508,60.24,"female","white",12,51
50832.9187815009,69.42,"male","black",15,37
2396.14778671762,73.13,"male","white",12,23
5768.44503437889,65.09,"female","black",16,27
56642.4364407088,63.69,"female","white",12,46
990.807712176254,63.03,"female","white",12,49
998.671567646385,62.86,"female","white",16,33
111205.855063134,72.18,"male","white",15,52
34399.7622930359,66.98,"female","white",16,32
79576.5419400654,68.85,"male","white",11,22
23824.410492409,70.75,"male","white",9,25
-56.3219788355347,67.81,"male","hispanic",10,22
-66.1283004678617,72.92,"male","black",12,24
15316.9897842259,65.87,"female","black",8,39
16906.2841715607,63.17,"female","black",14,29
1013.91240595871,65.3,"female","white",12,64
47740.831040028,70.88,"male","white",12,51
25452.1338955757,72.11,"male","white",14,25
31876.5784243398,67.72,"male","white",12,55
1003.37176812386,63.82,"female","white",12,49
158996.080700412,71.83,"male","white",17,58
16889.9869050085,65.61,"female","white",12,47
55635.3843796645,66.11,"male","white",14,67
12115.9173222928,64.71,"female","white",16,35
1007.2504839221,65,"female","white",12,66
1010.4634170377,66.17,"female","white",12,56
991.124467831543,64.87,"female","white",11,42
12721.3377336341,71.39,"male","black",14,31
17477.4743066582,74.38,"male","white",10,54
39764.5300001007,69.77,"male","white",9,51
40740.013906102,63.82,"female","white",14,49
47770.8224810453,69,"male","white",14,52
25.5073793326888,66.02,"male","white",12,30
77311.9389631547,62.62,"female","white",18,38
28041.3399828982,68.02,"female","white",12,50
1005.83847378064,70.7,"female","white",8,74
41433.6591116814,72.86,"male","white",16,28
16896.3080934012,63.35,"female","white",12,65
995.746579569306,65.19,"female","white",11,61
95351.2060008194,71.05,"male","white",18,57
35978.3615194746,65.36,"female","white",18,33
10861.0922840824,64.03,"female","white",13,87
39168.2941872203,65.22,"female","white",16,36
31789.2198043854,71.41,"male","white",14,44
12137.2448273531,69.85,"female","white",14,34
-30.4235024585596,72.38,"male","black",12,23
48688.9297482258,67.71,"female","black",16,52
37563.434273142,65.88,"female","white",18,32
32821.1936901775,63.71,"female","white",12,44
5780.073674992,66.19,"female","white",16,33
999.631035696323,62.82,"female","white",12,35
47782.6325430195,70.35,"male","white",16,45
20075.6765540308,64.23,"female","white",14,27
993.395992495505,66.15,"female","white",7,45
1025.01290254845,63.26,"female","white",10,41
63513.1027353022,71.25,"male","white",12,42
24859.9457977036,64.02,"female","white",14,27
58225.6117358599,62.42,"female","white",16,49
16889.6611198725,65.5,"female","white",12,57
995.554489598849,63.08,"female","white",11,69
21669.2484450363,67.98,"female","white",14,52
1009.76704604544,64.88,"female","white",12,63
1010.98136569577,60.61,"female","white",14,45
16894.2835398117,61.77,"female","black",12,31
47695.1950625972,68.89,"male","black",12,41
36593.6932422507,64.16,"male","white",13,36
31833.0641657761,69.63,"male","white",17,72
31216.472797982,64.6,"female","white",13,86
31818.0117641456,61.21,"male","black",11,70
44466.4806466349,63.44,"male","black",14,67
21681.934597577,65.14,"female","white",10,84
19119.584235378,63.61,"male","white",12,79
31760.3097497459,69.06,"male","white",11,27
39789.4734194548,73.88,"male","white",12,34
40735.5821116565,67.8,"female","white",13,56
1004.34436591698,67.65,"female","white",12,38
1014.45045553044,64.91,"female","white",14,45
29620.997007219,66.87,"female","white",16,44
988.565070198681,64.71,"female","white",12,22
995.374617537821,64.18,"female","white",18,50
10529.7506464015,62.09,"female","white",10,72
25427.4001595129,72.05,"male","white",13,27
71514.3289230531,73.05,"male","white",16,42
39806.8521692602,69.94,"male","white",14,73
20073.7156480621,63.99,"female","white",14,42
4160.53105497259,67.87,"female","white",12,22
16890.6172628713,62.86,"female","white",12,22
22286.8004109747,71.18,"male","white",12,40
24852.3361979281,64.41,"female","white",12,35
995.172315021961,67.35,"female","white",11,41
16901.8264738142,59.77,"female","white",12,43
2919.12600531874,65.51,"female","white",4,68
24850.8308644127,59.01,"female","white",14,66
16900.745158091,62.86,"female","white",13,68
3163.02291068586,66.3,"male","white",12,22
1006.01762644208,66.21,"female","white",12,39
7365.5038036505,64.7,"female","white",13,37
16894.0221460191,63.96,"female","white",14,36
3393.78999839327,65.78,"female","white",12,27
28624.1716370336,66.33,"male","hispanic",17,30
6396.29858419505,72.99,"male","white",15,28
44524.6055045838,71.76,"male","white",16,30
16913.9983227796,74.3,"female","white",14,26
5772.98208580172,65.06,"female","white",16,26
999.23673707007,63.53,"female","white",14,35
19020.2126342116,71.06,"male","white",12,25
31197.9028766208,68.08,"female","white",13,49
1008.02183926421,61.35,"female","white",12,37
57262.115767785,69.77,"male","white",16,43
12154.012468166,64.19,"female","white",16,63
56655.8520466265,59.16,"female","white",11,38
63508.2745013848,68.27,"male","white",18,47
23896.1225958883,68.31,"male","white",14,29
13717.6657412768,69.24,"female","white",13,47
40744.0142293539,69.02,"female","white",14,59
44511.8388677947,75.02,"male","white",18,42
35056.1897433602,68.75,"male","white",14,39
34166.1588166956,72.1,"male","black",13,28
5771.77114883749,68.35,"female","white",12,27
36577.5114386126,71.74,"male","white",13,32
28718.2050356153,71.88,"male","white",12,77
31709.3453051173,66.61,"male","white",16,75
26432.0238638548,63.23,"female","hispanic",12,50
23817.843746481,68.62,"male","white",12,30
85268.6446916847,62.85,"female","hispanic",17,36
41349.9483732802,71.99,"male","white",12,31
7364.53214004544,64.81,"female","other",12,32
15809.0448761028,72.98,"male","white",16,63
68330.0291746917,69.06,"male","white",12,55
27130.7019128214,69.07,"male","other",14,37
7363.69743087666,60.66,"female","hispanic",12,42
79485.8854920863,72.8,"male","white",15,52
88456.4731995184,67.03,"female","white",18,55
45507.9788477399,62.91,"female","white",16,45
998.429683373758,66.09,"female","white",12,52
8951.01665799154,61.87,"female","white",14,52
29614.9483149486,65.05,"female","white",13,53
33385.6491294888,71.65,"male","hispanic",15,66
20085.6872462914,66.91,"female","white",12,37
53481.8611190695,65.46,"female","hispanic",16,66
79582.9722445708,71.73,"male","hispanic",13,68
10543.0059825721,65.35,"female","hispanic",9,78
26433.4457319253,63.98,"female","white",14,63
55665.7385965739,67.76,"male","white",12,54
40750.9588661231,68.43,"female","white",12,47
31779.0524294819,75.89,"male","white",14,30
29618.6709435351,63.28,"female","white",12,40
54032.4163361492,73.66,"male","white",14,82
39720.1169340478,67.95,"male","white",16,29
31789.5496754198,72.13,"male","white",17,81
52556.6622479844,68.05,"male","white",12,73
7362.32469627059,65.15,"female","white",12,77
32821.7394367105,59.85,"female","white",8,81
63629.1436845868,71.62,"male","white",16,37
23272.6828309175,63.92,"female","white",14,44
20070.4266821973,68.19,"female","white",12,52
40752.7857873425,60.68,"female","white",12,35
112293.228459904,67.16,"female","white",10,76
61431.2358244234,67.35,"female","white",17,59
23273.0643236029,62.89,"female","white",12,32
1005.66857107228,63.08,"female","white",15,37
24867.3944914387,59.74,"female","white",13,41
27052.3145447836,74.2,"male","white",16,35
95353.794962225,69.22,"male","white",14,70
24862.3904718197,66.82,"female","white",15,73
39757.9472100514,64.79,"male","white",16,90
28612.7898884795,62.2,"male","hispanic",12,67
-1.50936964863578,64.92,"male","white",12,59
111285.63662324,72.19,"male","white",18,51
987.783751585589,66.04,"female","hispanic",11,53
48687.8484753642,65.16,"female","white",18,63
13713.7442426761,61.86,"female","white",12,55
47740.9784984125,70.87,"male","white",16,38
998.743384307228,62.2,"female","white",11,30
42941.4351052398,71.11,"male","white",14,36
74706.6532959308,70.24,"male","white",18,47
19037.4454862462,67.15,"male","hispanic",12,26
39157.7510357454,62.05,"female","white",17,38
21664.6599424119,63.05,"female","hispanic",12,39
128217.042224129,60.94,"female","white",14,41
7935.49480666059,71.42,"male","white",12,22
1001.90663270767,64.92,"female","white",12,32
40760.9115574943,63.15,"female","white",10,64
44533.1100039177,66.12,"male","white",12,48
13695.752850286,64.1,"female","white",15,24
16880.9998315911,65.96,"female","white",13,55
15296.7303638123,68.23,"female","white",14,45
32784.8272263708,60.26,"female","white",12,41
19053.5691050415,65.21,"male","white",12,75
24854.2306409617,64.69,"female","white",14,70
32789.3796661253,60.64,"female","white",14,40
45525.7374951262,64.01,"female","white",14,40
1432.29097374576,65.79,"female","white",15,25
55693.5517533498,68.99,"male","white",14,78
42341.556083029,65.93,"female","hispanic",14,36
43933.8280668161,66.67,"female","white",17,38
23263.2462506252,68.63,"female","white",12,34
50908.8970813513,65.76,"male","white",16,37
16906.3460390581,68.97,"female","white",14,36
11121.5282649971,69.72,"male","white",16,34
44492.4222581206,71.03,"male","white",17,50
95400.5609817628,73.8,"male","white",13,58
19050.8316923704,68.91,"male","white",4,66
1013.52622790713,65,"female","white",13,67
995.78153389181,65.21,"female","white",12,50
24857.5303329462,74.88,"female","white",13,79
23863.0123251893,71.57,"male","white",11,67
42322.0737112319,64.12,"female","white",15,36
992.885672062796,58.99,"female","black",12,47
-49.5976242316242,70.96,"male","other",12,24
41288.4230868218,71.91,"male","hispanic",16,29
30767.8461101159,63.23,"female","black",10,40
1001.49804266558,68.29,"female","black",12,26
20079.5574272996,63.8,"female","black",12,77
127226.599652973,69.95,"male","white",17,43
77309.5329351063,66.06,"female","white",13,43
28575.3855635215,62.05,"male","other",16,31
135137.686883976,70.25,"male","white",15,69
56657.6081257394,64.13,"female","black",12,51
8027.18531618615,68.63,"male","white",16,26
15309.4702056486,63.81,"female","hispanic",13,26
48708.1791232664,66.66,"female","white",16,31
127277.492490206,72.18,"male","white",14,62
56642.969612385,65.09,"female","white",16,36
20084.6692833515,62.95,"female","white",14,38
317949.127955061,70.24,"male","white",18,38
7375.92570936378,63.98,"female","white",16,49
3199.96325523417,68.07,"male","white",12,22
39169.1000544924,66.02,"female","white",18,73
3128.40045423806,65.48,"male","hispanic",15,27
23908.082328374,70.4,"male","white",17,34
10533.1039963861,61.49,"female","white",12,69
7869.85708849864,65.83,"male","white",12,79
3375.81930734894,65.86,"female","hispanic",12,25
45509.3990429654,63.86,"female","white",18,52
15290.2441182621,69.81,"female","white",12,39
95402.6598745111,74.25,"male","white",14,56
1889.14088316683,66.1,"male","white",12,23
3224.43607582189,62.09,"female","hispanic",3,68
12132.5027696978,65.95,"female","white",13,47
34398.5804366668,62.01,"female","white",12,35
69966.2128885529,68.9,"male","white",12,62
46143.8478216483,68.08,"male","black",16,40
4767.09597374661,72.33,"male","hispanic",14,22
19086.1244824656,64.04,"male","black",13,26
988.878651448201,64.1,"female","black",16,23
1000.68811662548,59.57,"female","hispanic",9,43
31859.9039539382,72.28,"male","hispanic",12,32
2912.61685643064,61.72,"female","black",5,77
58812.5554780609,74.52,"male","white",16,29
12721.5684022168,65.93,"male","other",10,64
55596.6235470168,68.04,"male","hispanic",16,34
39687.7203364583,61.89,"male","other",14,41
29600.80026329,71.22,"female","white",10,33
48698.5173261034,62.99,"female","black",16,40
31762.5194770489,68.73,"male","white",18,73
19176.3341880439,70.83,"male","hispanic",6,44
1003.94818935734,64.17,"female","hispanic",12,69
16898.1539759619,66.07,"female","white",12,72
28592.6154784873,72.31,"male","white",14,52
986.165728698769,62.46,"female","hispanic",15,63
31868.4793403152,71.49,"male","black",12,30
50293.3455419254,67.94,"female","white",16,47
9521.39185162996,64.41,"male","hispanic",10,40
1004.20977744948,64.37,"female","white",12,42
19095.2615453343,69.52,"male","white",13,44
21672.4590284355,65.56,"female","white",16,37
42342.1759299248,67.01,"female","white",17,38
24857.4413604567,67.82,"female","black",11,35
48694.1241676915,64.07,"female","white",17,32
4199.25482208603,65.01,"female","white",14,45
7876.23087159809,69.78,"male","other",13,26
85249.2838792362,71.28,"female","white",14,30
993.735798257432,63.83,"female","white",12,40
4159.03322157321,61.54,"female","white",13,22
39787.6214099871,70.48,"male","white",17,33
8056.63501215389,73.65,"male","white",12,22
34382.0740264456,64.86,"female","white",13,31
28038.3578937832,70,"female","white",15,31
20087.0438961784,63.81,"female","white",13,41
66771.7539282786,70.25,"male","hispanic",14,48
33417.5208538918,74.3,"male","white",12,37
10531.9881266657,63.14,"female","hispanic",12,69
994.515746507949,59.23,"female","hispanic",12,50
39790.7425975321,73.85,"male","white",14,28
5753.10762270653,66.17,"female","white",14,23
6722.68142995174,64.94,"female","white",15,71
6373.6175685778,70.59,"male","white",12,23
31879.3535269404,69.07,"male","white",14,62
82711.753363371,60.14,"male","white",15,54
96406.7613267083,64.37,"female","white",12,47
24839.6398412734,63.84,"female","white",13,45
143040.708851371,72.27,"male","white",16,54
42349.1938093216,61.38,"female","white",14,69
1013.28842229702,62.68,"female","hispanic",13,36
3153.35665292635,69.16,"male","white",12,25
26434.5026070359,66.82,"female","white",12,65
39165.9289402853,65.15,"female","hispanic",11,31
23905.6894085143,67.55,"male","hispanic",16,32
66770.3896483816,74.1,"male","white",17,47
1007.81676112648,62.35,"female","white",15,52
16902.2396528115,64.83,"female","white",12,47
27044.398985041,70.96,"male","hispanic",13,40
48702.1770934611,64.03,"female","white",14,38
1000.8856431763,64.92,"female","white",16,26
51874.2088709548,68.84,"female","white",17,41
